Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi,Sentimen
Cukup membantu sangat,dadang darman,5,2022-03-17 13:27:43,InfoBMKG,Positif
Download ini karena nonton drakor F.Love&Weather😂,Hani Yuliani_355,4,2022-03-17 12:34:25,InfoBMKG,Positif
"Sangat membantu, buat menjalankan aktivitas sehari2, terimakasih bmkg, baru sadar sekrang kalo info cuaca itu sangat penting buat kita sehari2",Firly Irawan,5,2022-03-17 04:06:56,InfoBMKG,Positif
"aplikasinya bagus, minimal aku jadi tau daripada mesti cek twitter bmkg dulu, aplikasi ini lebih gampang meskipun ada yg mesti diperbaiki sana sini. misal: pemberitahuan gempa yang diusahakan tidak delay terlalu lama, lalu settingan lokasi mudah2an bisa dibuat otomatis gak lagi manual setting untuk pindah kota. sejauh ini bagus kok 👍👍. tetap diperbaiki supaya lebih up to date yaa...",Ashria Rahmayanti,5,2022-03-17 00:58:23,InfoBMKG,Positif
Ok,Rio Huwae Huwae,5,2022-03-16 14:44:01,InfoBMKG,Positif
Good,Oshcaliesta_sa,5,2022-03-16 07:52:35,InfoBMKG,Positif
"Respon aplikasi lambat,harusnya kalo situs /aplikasi dari pemerintah harus cepat tanggap. Terkait kejadian gempa / yang lain nya.",rendy ocvi,3,2022-03-15 17:08:29,InfoBMKG,Netral
Bagus manfaat,HILAL 1927,5,2022-03-14 09:51:01,InfoBMKG,Positif
Terima kasih bapak telah membuat aplikasi ini,Achmad Taufik Kurnianto,5,2022-03-14 09:01:12,InfoBMKG,Positif
Okee,Irna Rusmawati,5,2022-03-14 08:20:39,InfoBMKG,Positif
ok,resmen jaksa,5,2022-03-14 03:03:57,InfoBMKG,Positif
Bagus,Kamang Mudiak,4,2022-03-14 01:40:39,InfoBMKG,Positif
"Akurat banget gempa beberapa detik langsung update informasinya di aplikasi , dan sangat lengkap",NETIZEN BAIK,5,2022-03-13 22:01:14,InfoBMKG,Positif
Bagus banget,Ismiati Dewi,4,2022-03-13 21:20:22,InfoBMKG,Positif
Bagus,Hamzah Kusuma,5,2022-03-13 17:36:38,InfoBMKG,Positif
Selalu updete,De Su,5,2022-03-13 15:18:21,InfoBMKG,Positif
Tambahan widget sama notif dong biar gampang liatnya,Luqman Halim,4,2022-03-13 04:08:36,InfoBMKG,Positif
Perkiraannya rata2 sesuai. Terimakasih bmkg,Eka Romiati,5,2022-03-12 23:32:09,InfoBMKG,Positif
Ok,Hasna Afiqah Ibrani,5,2022-03-12 01:55:53,InfoBMKG,Positif
MSi,Jureijz Fadhly,5,2022-03-11 10:12:39,InfoBMKG,Positif
"Hebat Para IT Indonesia,. Semangat Terus Demi Bangsa dan Negara",iBenk senja,5,2022-03-10 15:58:25,InfoBMKG,Positif
Bagus kan,Zulhilmi hilmi,5,2022-03-10 04:31:41,InfoBMKG,Positif
Mantap,Yudi Ardiansyahboot,5,2022-03-10 01:08:42,InfoBMKG,Positif
"Mohon admin di update dong aplikasinya. Udah hampir 2 tahun tidak ada update, padahal Sangat membantu infonya. terima kasih",Ade Cahyadi,5,2022-03-09 09:11:10,InfoBMKG,Positif
Alarm otomatis dong kaya Jepang...niru hal positif itu bagus ko... btw beberapa hari ini setiap jam 1 siang angin di Depok 30km/h &Selasa 08.03.22 40km/h serem banget 😩 tetap hati hati dan waspada tuk kalian di luar sana area Depok.tuk Ojol yang sabar ya tetap semangat #awasmotormogok,Khojel Gamers,4,2022-03-09 06:36:01,InfoBMKG,Positif
Good,muhamad haerudin,5,2022-03-08 13:47:55,InfoBMKG,Positif
Bagus dan sangat akurat,Putu Emma sri Fowler,5,2022-03-08 13:22:25,InfoBMKG,Positif
Kalok di buat cek cuaca daerah jawa timur kok gak bisa ya,Joni Pranata,2,2022-03-08 01:43:37,InfoBMKG,Negatif
Aplikasinya bagus sangat berguna informasinya. namun sedikit saran dari saya mungkin kalian harus mendesign logo kalian menjadi lebih minimalis dan aplikasnyai di buat se Simple dan se minimalis mungkin dan bisa ditambahkan beberapa fitur seperti witget untuk di layar depan itu akan sangat membantu .. terimakasih untuk selalu update cuaca semoga terus berkembang,Rinduart Creative,5,2022-03-07 23:32:14,InfoBMKG,Positif
Bagus,Novalinda Anes,5,2022-03-07 18:16:12,InfoBMKG,Positif
Geser ke atas ya susah mau ya ke samping mulu.. sensitiv ke samping ke atas harus pelan pelan,muhamad saepuloh,1,2022-03-07 16:55:44,InfoBMKG,Negatif
Mantap,Moh SuroM,5,2022-03-07 08:25:04,InfoBMKG,Positif
Good,Papi Yon (Yon),5,2022-03-07 02:56:10,InfoBMKG,Positif
Bagus,Achmad Robi,5,2022-03-06 15:18:27,InfoBMKG,Positif
miin koq info peringatan dini cuacanya udh gak muncul lagi ya seperti sebelumnya padahal udh pilih lokasi di pengaturan biasanya beri kabar via aplikasi ini,Graveijo,3,2022-03-06 14:05:06,InfoBMKG,Netral
"Bagus aplikasi. Tapi masa setiap hari gempa terus si. Ku lihat di berita itu bukan terjadi gempa, tapi angin kencang di Jabodetabek pada Sabtu. pada umum nya kalo ada gempa itu langsung di beritakan di tv. Itu bagaimana si ko gempa terus kalo beritahu kabar cuaca, bencana, yg bener Jagan panikin masyarakat.",Muhammad Syahrur Romadhon,5,2022-03-05 23:23:58,InfoBMKG,Positif
Sangat bagus,pratomo Mr,5,2022-03-05 23:00:36,InfoBMKG,Positif
"BMKG dpt memprediksi lokasi gempa dan berapa SC kekuatannya, namun tidak dgn waktunya. Mohon BMKG lbh proaktif, bukan hanya setelah gempa terjadi. Tapi sebelumnya bs segera di infokan. Kami yg berada di lokasi rawan apalagi dgn histori traumatis yg tinggi sangat memerlukan ini. Bs bljr dr BMKG Jepang dan Korea. Semoga pihak yg berwenang bs lebih meningkatkan kinerja. Krn BMKG sagt krusial bukan hanya skedar memantau kondisi pesawat terbang. Terima Kasih",Mufidah Eka Putri,2,2022-03-05 16:12:58,InfoBMKG,Negatif
Good,Aris Santoso,5,2022-03-04 13:19:16,InfoBMKG,Positif
Ok,Marisha Septia,5,2022-03-04 08:09:38,InfoBMKG,Positif
Ok,M. Buniran,5,2022-03-04 06:27:12,InfoBMKG,Positif
"sebagai manusia yang berakal, tolong berfikirlah yang kritis. aplikasi ini dibuat oleh manusia juga, bukan ciptaan Tuhan. aplikasi dibuat untuk memberitahukan kejadian setelah bencana alam, bukan sebelum terjadinya bencana alam. untuk cuaca cuman perkiraan saja, Itu pun untuk antar kota masing masing, bukan untuk depan rumah masing-masing, dan terimakasih untuk pemerintah dan pengembang aplikasi atas jasa yang telah kalian berikan kepada kami.",So Ax,5,2022-03-03 22:43:34,InfoBMKG,Positif
Bagus sekali,Ison Rokan Official,5,2022-03-03 10:02:55,InfoBMKG,Positif
"Untuk prakiraan cuaca terbilang baik, namun aplikasi terkesan lambat dalam mendapatkan informasi gempa dibanding BMKG-AEIC yang satu jam lebih cepat, namun lokasi yang infokan lebih akurat dari pada BMKG-AEIC jadi saya install kedua-duanya. Mohon kedepannya bisa lebih baik lagi. Terimakasih.",Anggi Fendrax,4,2022-03-03 08:17:38,InfoBMKG,Positif
Bagus,Harlina Ninang,3,2022-03-02 02:02:28,InfoBMKG,Netral
Bagus dan cepat serta akurat,Agoes Sep,5,2022-03-01 11:12:10,InfoBMKG,Positif
Joz,dwi andrianto,5,2022-03-01 07:47:20,InfoBMKG,Positif
Alhamdulillah,Rangga Putrakarawang,5,2022-03-01 07:45:12,InfoBMKG,Positif
lumayan membantu,Lisman Sadewa,5,2022-03-01 04:47:20,InfoBMKG,Positif
"Aplikasi yg cukup baik dan bagus untuk informasi prakiraan cuaca, prediksi gempa real time, dll, Hanya 1 keluhan tolong dibuatkan peraturan sedikit mengecilkan suara petir yg mengelegar karna itu menggangu aktivitas/ Mobilitas masyarakat, Karna suaranya yg menggelegar dan bergetar membuat cenat cenut dagdigdug.",Gilang Kencana,4,2022-03-01 04:37:34,InfoBMKG,Positif
aplikasinya bagus banget,Pakde Hari,5,2022-03-01 04:24:53,InfoBMKG,Positif
Semoga bermanfaat,Aven Mahal,5,2022-02-28 14:21:00,InfoBMKG,Positif
Informasi memuaskan,Emr Nbr,5,2022-02-27 13:50:36,InfoBMKG,Positif
"Selamat siang Untuk aplikasi nya sudah sangat bagus namun belum ada peringatan perkiraan hujan dll , saran untuk diberi semacam alarm peringatan hujan",EKA MALA MARYANTI,5,2022-02-27 05:33:33,InfoBMKG,Positif
Ok,Adi Cahyadi,5,2022-02-26 10:10:30,InfoBMKG,Positif
"Cukup membantu,",Masrizal Tanjung,5,2022-02-26 01:03:33,InfoBMKG,Positif
👍👍👍👍,Yudha28,5,2022-02-25 16:26:20,InfoBMKG,Positif
Sekilas info hari ini jam 21 38 di padang terasa gempa 3.1 asal Dari NTB,Dandhy Maulana Musti,5,2022-02-25 15:52:49,InfoBMKG,Positif
Perkiraan cuacanya tidak akurat 50% pun,Riadi Naisaburi,1,2022-02-25 05:24:21,InfoBMKG,Negatif
"Indonesia itu di ring of fire, jadi please adakan early warning system",Ridwan,5,2022-02-25 04:30:37,InfoBMKG,Positif
"Makasih apk nya bmkg, Barusan di sumbar gempa 😭😭",Hananarifin13,5,2022-02-25 04:11:52,InfoBMKG,Positif
Cepar akurat infonya,Jer Jer,4,2022-02-25 02:00:11,InfoBMKG,Positif
👍👍👍👍,Ria Mareta,5,2022-02-25 01:51:14,InfoBMKG,Positif
Bagus sekali,Silas Pombos,5,2022-02-24 04:40:51,InfoBMKG,Positif
Cukup membantu,Asep Surya,4,2022-02-23 10:27:27,InfoBMKG,Positif
Ok,Chen 007,5,2022-02-22 06:50:14,InfoBMKG,Positif
⭐⭐⭐⭐⭐,Al -Laynimator,5,2022-02-22 04:30:23,InfoBMKG,Positif
Gegara Drakor aq download ni BMKG mau liat apa bener mereka mengupdate prakiraan cuaca karna beberapa hari ini hujan angin trus wilayah Manado,Rima Jasmine,4,2022-02-22 03:57:53,InfoBMKG,Positif
coba ya,David Lay,1,2022-02-21 23:20:47,InfoBMKG,Negatif
Alhmdllh bisa pantau ke adaan yang di bumi. Amin.,BangMulmen,5,2022-02-21 17:10:15,InfoBMKG,Positif
Sangat baik,dani halmon,5,2022-02-21 14:18:14,InfoBMKG,Positif
Ok,Rizal Shobirin,5,2022-02-21 10:46:19,InfoBMKG,Positif
Sangat bermanfaat buat semua orang,Yasha Zavier,5,2022-02-21 10:43:32,InfoBMKG,Positif
Mantap,Fitra فيترا Demsah ديمسا,5,2022-02-20 23:24:32,InfoBMKG,Positif
"Jazaakumullahu Khoyran Wabaarakallahu Fiykum (Semoga Allah membalas kalian dengan kebaikan & semoga Allah memberkahi kalian) aplikasi yang sangat bermanfaat, semoga negeri kita selalu dalam lindungan Allah ﷻ . Makasih ya 🌹🌹",Dian Mahira,5,2022-02-20 13:48:15,InfoBMKG,Positif
Alhamdulillah sangat membantu,Faizal Adelheid Rantelino,4,2022-02-20 12:48:17,InfoBMKG,Positif
"Bagus juga sih dengan adanya aplikasi BMKG,tapi sayang,misalnya contoh bencana jam 4 tapi tampilnya jam 4:17 atau cuaca hujan tapi tampilnya cerah,Jadi Masih Lambat Dengan Memberitakan atau mengasih tau informasinya,menurutku sih yes cuma masih kurang akurat beritanya😀😂😁",Minak Djinggo Nojorono Kudus,5,2022-02-20 11:56:28,InfoBMKG,Positif
"Mohon maaf izin menjawab untuk teman semua, semua data yang di jabarkan adalah prakiraan. Tau kan artinya? Jadi tidak bisa 100% akurat. Keakuratan BMKG yaitu sebesar 80%-85%",Nur Aziz,5,2022-02-20 09:54:44,InfoBMKG,Positif
Semoga barokah,Istanto Anto,5,2022-02-19 06:35:47,InfoBMKG,Positif
Awesome,Tommy Chang,5,2022-02-19 03:20:51,InfoBMKG,Positif
"Bintang 1 aja lah, ga update",Amylia Agustin,1,2022-02-18 19:43:21,InfoBMKG,Negatif
Good apk,BOWO ALAMSYAHREZA,5,2022-02-18 16:08:17,InfoBMKG,Positif
"Update wilayah dong, udah bertahun² ditunggu tidak terupdate untuk KEC. WAY RATAI kab. pesawaran.",akang ady,4,2022-02-18 00:24:20,InfoBMKG,Positif
Sangat membantu,Adi Rahya,5,2022-02-17 03:45:59,InfoBMKG,Positif
Cuac tidak akurat,Marcel,1,2022-02-16 10:58:18,InfoBMKG,Negatif
Susah di gesernya update yg sekarang mau secrol ke atas susah,Rega Cell,3,2022-02-15 10:22:39,InfoBMKG,Netral
Oky,Leo Ambon,5,2022-02-15 09:49:00,InfoBMKG,Positif
Brondong,A Aa,5,2022-02-13 14:05:42,InfoBMKG,Positif
Jos info cepat dan akurat,Ikan Segar,5,2022-02-13 12:46:57,InfoBMKG,Positif
Informatif,Rudi Pais,5,2022-02-13 12:45:37,InfoBMKG,Positif
App ringan dan mudah digunakan,Dedi Setiawan,5,2022-02-12 16:16:04,InfoBMKG,Positif
Mantep,Lukman Hadi Hadi,5,2022-02-11 06:29:59,InfoBMKG,Positif
suka tidak up date... mohon perhatian aplikasi ini... agar kami bisa waspada,Enny Ayunir,3,2022-02-11 04:12:48,InfoBMKG,Netral
"Kenapa akhir"" ini sudah tidak se update dulu?, padahal apl nya sangat membantu.",Rith Tolosang,5,2022-02-10 22:27:38,InfoBMKG,Positif
Semoga ada fitur alarmnya kaya di jepang,Alpian rizki Pratama,5,2022-02-10 16:25:28,InfoBMKG,Positif
"Bintang 🌟 4 dulu, mohon ada fitur lalu lintas. Terimakasih",Darta Syahputra,4,2022-02-10 09:13:56,InfoBMKG,Positif
Sangat bermanfaat.. 👍👍👍👍👍👍👍👍👍👍,Yudi Oroh,5,2022-02-09 12:54:59,InfoBMKG,Positif
Alhamdulilah Berkat aplikasi ini sy bs tau tmpt tejdi gempa. Slnya d tmpt sy sring trjdi gempa,Intan Muli,5,2022-02-09 05:33:30,InfoBMKG,Positif
Apk bagus sangat membantu,Subur fren,5,2022-02-08 13:08:47,InfoBMKG,Positif
Tidak tepat sasaran,Virus Brontox,1,2022-02-08 01:46:34,InfoBMKG,Negatif
Sangat membatu,Samsudin Udin,5,2022-02-07 13:12:57,InfoBMKG,Positif
Sangat membantu,Aulia Eta,5,2022-02-07 13:06:00,InfoBMKG,Positif
Hampir tiap hari Ramalan cuaca selalu salah.,Nifo Rahmat Gusti,1,2022-02-07 11:03:19,InfoBMKG,Negatif
"Maaf aplikasi ini tidak akurat,daerah saya grimis di apl mendung.",Syahrullah “Ullah Idha”,1,2022-02-07 10:49:42,InfoBMKG,Negatif
"Samgat membantu aplikasi yg brmanfaat,bgiyg blum downlod buruan krna cuaca ektrim kya skarang ini aplks ini sngt mmbntu",Muhzi Yanto,5,2022-02-06 23:14:37,InfoBMKG,Positif
App nya keren bagus 👍,Ratuis Queennaa,5,2022-02-06 14:41:41,InfoBMKG,Positif
Nice,Bry,5,2022-02-05 09:54:30,InfoBMKG,Positif
"Ini jg sangat membantu sekali jika ada gempa kemarin malam juga terjadi gempa bumi magnitudo 5,5jakarta banten bayah",Esa Sejahtera,5,2022-02-05 09:20:24,InfoBMKG,Positif
Aplikasi apa ini... masa saya ktik nama wilayah saya yg kluar kbayoran trus... aplikasi ga guna... habisin memoei saja.,Arya Thito,1,2022-02-04 22:47:50,InfoBMKG,Negatif
Appnya bagus,Loekie mawati,5,2022-02-04 22:15:23,InfoBMKG,Positif
"Mohon diupdate lebih baik lagi.. Akhir2 ini sering terjadi bencana gempa.. Diharapkan aplikasi bmkg ditambah fitur alarm dimana daerah yang terkena potensi gempa, tsunami tau gunung meletus bisa antisipasi bencana segera mungkin.. Jadi jika terjadi bencana ada fitur alarm berdering keras sebagai tanda peringatan.. Jika bencana terjadi di malam hari saat orang2 tidur terlelap dapat dibangunkan jg segera mungkin.. Mudah2an bisa ditambahkan fitur seperti itu.. Terima kasih",Ade Hapli,3,2022-02-04 14:22:42,InfoBMKG,Netral
Bermanfaat namun untuk setatus laporan pemberitahuan selalu terlambat terkadang 1 jam setelah kejadian.,kuswan tulus,4,2022-02-04 14:17:41,InfoBMKG,Positif
"Kadang kurang respek aplikasi ini...gempanya sdh terjadi infonya lambat...seperti gempa yg terjadi 4,7 magnitudo baru2 ini di Lombok",Nengah Sitarta,4,2022-02-04 13:27:35,InfoBMKG,Positif
Langsung ku kasih bintang lima,muklis apandi,5,2022-02-04 11:54:28,InfoBMKG,Positif
Mantap,Zaenal Nur Alam,5,2022-02-04 10:15:04,InfoBMKG,Positif
Mantap,Raja muda,5,2022-02-02 23:57:31,InfoBMKG,Positif
"Saat ini terasa ada gempa di kec natal kab Mandailing Natal, sayang APL BMKG kurang cepat penyampaian informasi saat ini dan bahkan menit ini juga belum ada info. Mohonlah apl ini di patenkan lagi",Hidayatul Ilyas,4,2022-02-02 19:52:13,InfoBMKG,Positif
Good apps....,Maulana GP,5,2022-02-02 16:30:50,InfoBMKG,Positif
Aplikasi nya bagus sangat bagus sekali,Roni Roni,1,2022-02-02 14:48:22,InfoBMKG,Negatif
Itu pilihan kok cuma kabar aja kotanya untuk kota2 lain ga lengkap apa emang dikususkan daerah situ aja atau buatan orang situ,Eko Prasetyo,3,2022-02-02 08:14:52,InfoBMKG,Netral
Admin yth.. prakiraan cuacanya tolong dibuat per 1 jam dong.. jangan per 3 jam.. mohon kerjasamanya..,Fitri Rahayu Ningsih,5,2022-02-02 04:46:05,InfoBMKG,Positif
"Notifikasi gempa muncul setelah sekitar 20 menit kejadian, tolong jika terdeteksi segera berikan notifikasi darurat secara real time",Luthfi Alfarabi,3,2022-02-02 03:45:55,InfoBMKG,Netral
Bagus,John Parera Parera,5,2022-02-01 15:58:45,InfoBMKG,Positif
Bagus,Sur giyantoro,5,2022-01-29 20:52:15,InfoBMKG,Positif
Manta info akurat & tepercaya.,WAHYUDI PELAUT,5,2022-01-29 11:11:10,InfoBMKG,Positif
"Wa... Bahaya ini,.. Tadi gempa di p.buru ko tidak tercatat di BMKG si..... Saya menunggu dan menunggu tapi gak ada info dari BMKG.",Trilov matapere,5,2022-01-28 16:49:58,InfoBMKG,Positif
Bagussssssss bisa Liat Cuaca Hujan Ataupun Panas Makasih Bmkg Lopyou To 😭Mantaplah 👌,TYZ Gamer,5,2022-01-28 08:05:04,InfoBMKG,Positif
Sangat membantu kami dlm berbagai macam bencana,Mochamad Efendi,5,2022-01-28 06:20:57,InfoBMKG,Positif
"28januari 2022 ,Bengkulu Selatan 2,4SR , belum di.rilis di apps BMKG, secara yutub Tribun Manado dapat informasi dari mana...? (Masih bobok kek nya si.operator dari apps) 😆",Ak 47,1,2022-01-27 23:47:02,InfoBMKG,Negatif
Mantap,Wan Soleh,5,2022-01-27 23:40:29,InfoBMKG,Positif
Sangat membantu dlm menentukan posisi gempa,Andi Rusdin,5,2022-01-27 14:41:27,InfoBMKG,Positif
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👳👩‍🍳👩‍🚒👩‍🏫👮👩‍🚀🧕👲,Dafa Firmansyah,5,2022-01-27 13:43:39,InfoBMKG,Positif
BMKG kurang update masa dirumah lg hujan deras tapi status cuaca di BMKG sedang cerah? Berkali-kali ku refresh padahal kota daerah dah benar tp status nya cerah. Aneh banget. Padahal aplikasi cuaca bawaan dr hp mengatakan cuaca saat ini hujan berpetir tpi di BMKG cerah. Aneh banget. Ga akurat,Tafia Putri Dwi Cahyani,3,2022-01-27 10:31:59,InfoBMKG,Netral
Sangat membantu,Rahmad Maryono,5,2022-01-27 10:13:55,InfoBMKG,Positif
Apk nya sangat bagus sekali 👍😍,Yosema Terazzo,5,2022-01-26 03:03:22,InfoBMKG,Positif
Informasi penting,MIFTAHUL ARIFIN,5,2022-01-25 12:49:13,InfoBMKG,Positif
Aplikasinya bagus bangett bisa memprediksi cuaca😀😀😀😊😊☺,Denis Angkasa,5,2022-01-25 06:21:34,InfoBMKG,Positif
Joosss,Hari Ysnni,5,2022-01-25 06:00:25,InfoBMKG,Positif
Cepat bisa mengakses berita,Sita Andayani65,5,2022-01-25 02:37:37,InfoBMKG,Positif
Baik,khusnul khotimah,3,2022-01-24 21:36:35,InfoBMKG,Netral
Sangat cocok digunakan saat beraktivitas,Dessi Angel,5,2022-01-24 21:33:06,InfoBMKG,Positif
"Gempa terkini dirasakan di pujut kab Lombok Tengah sekitar Pukul 5:20 pagi WITA tapi app bmkg ini tdk merilis pusat kejadian gema dimana, sedangkan gempa terkini di app ini ada di plores dua hari yang laku... Semoga app ini kedepannya semakin lebih baik.",Gusti Sempane Gare,3,2022-01-24 21:31:10,InfoBMKG,Netral
Lebih cepat lg update beritanya,Khairil Anwar,5,2022-01-24 21:29:32,InfoBMKG,Positif
Sangat membantu,Sugian Toro,2,2022-01-24 21:29:04,InfoBMKG,Negatif
Cari info publik,Djumali 02,5,2022-01-24 13:23:48,InfoBMKG,Positif
Sgt membantu,Ari Sandy,5,2022-01-24 09:39:21,InfoBMKG,Positif
Oke,Leo Andiputra,5,2022-01-23 14:15:04,InfoBMKG,Positif
Ramalan cuaca tidak akurat 100%. :(,Ainur Ridlwan Muthahhari,1,2022-01-23 10:41:17,InfoBMKG,Negatif
Sangat bagus dan akurat,Darwin Ardiansyah,5,2022-01-21 14:12:20,InfoBMKG,Positif
Manfaat,Sardi Berut,5,2022-01-21 10:51:14,InfoBMKG,Positif
Mantap,Rahmat Dp,5,2022-01-20 23:49:21,InfoBMKG,Positif
Good luck,KARLOS R WADI,5,2022-01-20 10:48:10,InfoBMKG,Positif
Bagus,Fahrir Abubakar,5,2022-01-20 06:31:44,InfoBMKG,Positif
Mantap,akew 212,5,2022-01-20 04:04:40,InfoBMKG,Positif
Baru mau coba semoga bermanfaat,Iwan Dani,5,2022-01-19 22:51:23,InfoBMKG,Positif
"Saya sungguh2 berharap pemerintah akan memberi perhatian/dukungan lebih agar aplikasi ini bisa mnjdi lebih baik lagi mutu,kualitasnya semakin dilengkapi dg fitur2 canggih seperti di luar negeri. Terlebih untuk peringatan dini gempa dan tsunami...barangkali bisa meniru negara lain misal jepang dg sistem alarm tsunami yg sdh lebih dulu mumpuni,bekerjasama dg ilmuwan/ahli teknologi jepang utk mengembangkan aplikasi ini semoga dg demikian masyarakat bisa lbh tanggap thd peringatan/deteksi bencana.",Cenilaruku,5,2022-01-19 16:00:17,InfoBMKG,Positif
"Aplikasi sangat untuk memperoleh informasi tentang : Gempa Bumi, Cuaca dan Iklim.",Warni Erion,5,2022-01-19 14:52:02,InfoBMKG,Positif
luarbiasa dan terimakasih saya bisa tambah informasi dan tahu tentang bencana alam yang perlu saya waspadai...,jhon timor,1,2022-01-19 12:52:44,InfoBMKG,Negatif
Sangat baik,Abdul Hakim,5,2022-01-19 12:38:49,InfoBMKG,Positif
Mantap,Anzar Anzar,5,2022-01-19 05:11:54,InfoBMKG,Positif
Mantaps bmkg,Putra Riski Utama,5,2022-01-19 01:38:30,InfoBMKG,Positif
Sangat membantu,Al Dina,5,2022-01-18 12:35:33,InfoBMKG,Positif
Cakep,Muhamad Zaki,5,2022-01-18 12:34:00,InfoBMKG,Positif
Saya sorang pelaut.. jadi aplikasi ini sangat membantu sekali karena bisa melihat cuaca dalam beberapa hari ke depan.. terutama cuaca dan kecepatan angin..🤩🤩🤩,Masri Jamalu,5,2022-01-18 11:53:36,InfoBMKG,Positif
Terima kasih adanya aplikasi ini sangat membantu fan bermanfaat sekali,Eddie Widjanarko,5,2022-01-17 23:03:40,InfoBMKG,Positif
Bagus sekali pak,Naila Salma Adrianna,5,2022-01-17 10:55:41,InfoBMKG,Positif
Ok,TheAndchox,3,2022-01-17 08:51:14,InfoBMKG,Netral
Ipo nya sngt cepat tpi syg tdk ada pemberitauan masuk kalau tdk d buka,Acu Syam,5,2022-01-17 01:11:34,InfoBMKG,Positif
"Dear developer, saya kasih saran. Tolong ditambahkan fitur alarm gempa bumi dan alarm tsunami secara realtime di aplikasi ini supaya user bisa antisipasi. Karna hp pasti selalu dibawa kemana mana🙏🏻",Lina Yah,5,2022-01-16 18:46:51,InfoBMKG,Positif
Trims ya BMKG informasinya sangat membantu,Almira Safira,5,2022-01-16 16:28:58,InfoBMKG,Positif
Membantu dan matap,Joko Iswanto,5,2022-01-16 15:38:40,InfoBMKG,Positif
Sangat membantu,BANG JECK,5,2022-01-16 12:47:01,InfoBMKG,Positif
Sangat bermanfaat,Egensius Vikal,5,2022-01-16 10:57:26,InfoBMKG,Positif
Info dari BMKG ke HP tidak cepat....malah lebih cepat di media sosial ...seperti Youtube atau WA .. info dari BMKG telat 30 menitan...,mosh vint,4,2022-01-16 07:53:10,InfoBMKG,Positif
Telat bget updatenya ..gempa dah lebih dr 30menit terjadi br kluar infonya..☹️,Wulan Dari,1,2022-01-16 07:28:28,InfoBMKG,Negatif
"Makenya susah,,, nyari lokasi utk prakiraan cuaca daerahku Lombok Barat ngk ketemu, yg banyak ketemu cuma daerah jakarta sama sumatra bali. Maaf aku kasi bintang 2 karena jengkel, aku apus aplikasimya,",Muksin Arip,2,2022-01-16 04:17:20,InfoBMKG,Negatif
Mntap aplikasinya,Tubagus didin Didin,5,2022-01-16 00:15:32,InfoBMKG,Positif
Bagus,Herman w Widjoyo,5,2022-01-15 16:10:07,InfoBMKG,Positif
Notifnya skrg terlambat banget 🙄🙄,Yossita Maharani,1,2022-01-15 09:00:56,InfoBMKG,Negatif
Ok,Seteven Coy,5,2022-01-15 03:16:13,InfoBMKG,Positif
"saya asli Kalimantan Timur, saya buka tentang cuaca, mulai dari Aceh disambut dengan masjidnya, Jawa Timur dengan Bromonya, Kalbar dengan tugu Katulistiwanya begitu Kaltim disambut dengan Orang Utan segitukah orang pusat menganggap kami dg itu, padahal kalau memang rata begitu Lampung terkenal Gajah, Palembang ada hariamau Sumatera, padahal keindahan Kaltim bisa dimunculkan Pulau Maratua dengan keindahan pantainya.",Erry Kusuma,1,2022-01-15 00:42:10,InfoBMKG,Negatif
Masih kurang akurat,Janur Kuning,4,2022-01-14 20:58:59,InfoBMKG,Positif
Ini gk ada suara pemberitahuan gitu. Hemmm harus di tambah kan,Rifqi ahmd,5,2022-01-14 19:48:33,InfoBMKG,Positif
Saran kasih alarm otomatis dong klo notif doang rasanya kurang karena kan ini menyangkut bencana makasih,Kinanthi Tara Salwahita,5,2022-01-14 15:20:21,InfoBMKG,Positif
Oke,CAHYADI PANGERAN,5,2022-01-14 13:13:54,InfoBMKG,Positif
Bagus banget !!!!!!,Paul Jonathan,5,2022-01-14 12:49:40,InfoBMKG,Positif
"Harapan saya, kedepannya mohon ditingkatan secara maksimal! Baik yang berhungan dengan cuaca maupun berita kegempaan!",kus nandar,2,2022-01-14 12:29:58,InfoBMKG,Negatif
Sangat membantu.,Gen Trans88w,5,2022-01-14 12:29:17,InfoBMKG,Positif
Sangat membantu,Kapten Stres,5,2022-01-14 12:23:20,InfoBMKG,Positif
Good Nice👍📿,marlinda arn,5,2022-01-14 12:14:03,InfoBMKG,Positif
Lemot beritanya,Pon Co,1,2022-01-14 12:13:13,InfoBMKG,Negatif
Good...,Solihin Boby,5,2022-01-14 11:12:40,InfoBMKG,Positif
"Cukup bagus aplikasi nya. Usul, ada bunyi alarm di HP user bila ada gempa di lokasi sekitar user.",Mama Ayu Zainan MAZ,5,2022-01-14 10:38:08,InfoBMKG,Positif
Tambahkan notifikasi alarm nya dong biar semua orang bisa tau jika ada bencana alam agar bisa mengungsi secepatnya,Rio armadi,5,2022-01-14 10:34:09,InfoBMKG,Positif
Terima kasih info gempanya,Kris Wantoro,5,2022-01-14 10:11:17,InfoBMKG,Positif
"Udah lumayan bagus,cuman notif nya masih telat beberapa menit dari waktu kejadian gempa... Perlu di tingkatkan lagi",AL Channel,5,2022-01-14 09:57:45,InfoBMKG,Positif
Saran di tambahin fitur alaram otomatis bencana jadi kalau terjadi bencana alaram bencana akan keluar dengan suara yang besar,Atar Syah,5,2022-01-14 09:42:48,InfoBMKG,Positif
